Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
14-January-2014,5404.35,5414.40,5350.60,5378.50,5380.256519425226184140,1879,583,10109502.00,802,42.68,63.80,-25.85
13-January-2014,5425.00,5444.25,5375.65,5420.15,5411.270765911542610571,3708,1116,20064992.00,1698,45.79,68.60,-4.85
10-January-2014,5394.50,5447.00,5351.15,5412.85,5394.478653942742340532,3982,1009,21480814.00,2142,53.79,95.85,18.35
9-January-2014,5424.00,5424.00,5363.00,5370.85,5379.536139455782312925,2352,566,12652669.00,992,42.18,61.00,-53.15
8-January-2014,5412.00,5425.00,5379.30,5407.20,5411.773987206823027718,2814,782,15228732.00,1477,52.49,45.70,-4.80
7-January-2014,5391.00,5422.00,5355.55,5378.15,5395.536886828891463885,2589,793,13969045.00,1136,43.88,66.45,-12.85
6-January-2014,5352.00,5445.00,5336.00,5380.45,5387.996855345911949685,4134,1310,22273979.00,1548,37.45,109.00,28.45
3-January-2014,5361.00,5585.00,5305.10,5334.95,5405.820201738483707525,21513,5030,116295410.00,7157,33.27,279.90,-26.05
2-January-2014,5337.50,5350.10,5210.00,5290.60,5305.266325224071702944,3905,1107,20717065.00,2328,59.62,140.10,-46.90
1-January-2014,5310.15,5337.45,5301.00,5310.50,5318.368680641183723797,1622,617,8626394.00,855,52.71,36.45,0.35
31-December-2013,5354.50,5356.80,5280.50,5297.25,5310.629715165511932255,1299,452,6898508.00,710,54.66,76.30,-57.25
30-December-2013,5445.00,5445.00,5330.00,5337.70,5346.352441613588110403,1413,417,7554396.00,658,46.57,115.00,-107.30
27-December-2013,5445.00,5445.00,5327.20,5338.05,5373.368693402328589909,1546,632,8307228.00,897,58.02,117.80,-106.95
26-December-2013,5409.75,5432.00,5346.00,5364.10,5385.347807017543859649,2280,735,12278593.00,1070,46.93,86.00,-45.65
24-December-2013,5505.00,5548.00,5362.00,5393.20,5452.230345671459161823,9807,2829,53470023.00,3016,30.75,186.00,-111.80
23-December-2013,5498.00,5541.00,5400.00,5490.15,5482.315258137549641836,26943,2123,147710020.00,22236,82.53,141.00,-7.85
20-December-2013,5350.00,5550.00,5300.25,5469.80,5435.037572254335260115,12110,2825,65818305.00,6866,56.70,249.75,119.80
19-December-2013,5245.00,5372.00,5200.00,5350.90,5323.404811594202898550,17250,2299,91828733.00,14160,82.09,172.00,105.90
18-December-2013,5185.00,5248.00,5185.00,5219.55,5220.903780068728522336,2328,846,12154264.00,1101,47.29,63.00,34.55
17-December-2013,5049.00,5194.50,5049.00,5178.85,5160.719141021305377071,5914,1697,30520493.00,2095,35.42,145.50,129.85
16-December-2013,4987.00,5109.95,4937.00,5043.20,5045.174151595204226783,4921,1427,24827302.00,1595,32.41,172.95,56.20
13-December-2013,5010.00,5046.90,4912.00,4928.60,4981.463595839524517087,3365,1138,16762625.00,1742,51.77,134.90,-81.40
12-December-2013,5005.00,5080.05,4995.00,5009.20,5034.181169272603670972,2942,767,14810561.00,1153,39.19,85.05,4.20
11-December-2013,5022.00,5038.50,4989.20,5002.55,5003.170370370370370370,3645,949,18236556.00,1894,51.96,49.30,-19.45
10-December-2013,5044.25,5060.00,5015.00,5028.15,5031.886658301965704726,2391,760,12031241.00,1067,44.63,45.00,-16.10
9-December-2013,5125.00,5145.00,5015.35,5042.10,5082.120437956204379562,2192,731,11140008.00,911,41.56,129.65,-82.90
6-December-2013,5078.60,5126.75,5051.00,5071.55,5073.793634840871021775,2985,875,15145274.00,1435,48.07,75.75,-7.05
5-December-2013,5045.00,5137.10,5045.00,5077.50,5100.601402373247033441,3708,1072,18913030.00,1861,50.19,92.10,32.50
4-December-2013,5109.90,5140.00,5001.10,5042.40,5075.022432432432432432,3700,1080,18777583.00,1787,48.30,138.90,-67.50
3-December-2013,5200.00,5226.70,5091.00,5110.35,5139.368589743589743589,3744,1120,19241796.00,2140,57.16,135.70,-89.65
2-December-2013,5175.00,5241.85,5146.00,5187.95,5208.155345060893098782,3695,1226,19244134.00,1793,48.53,95.85,12.95
29-November-2013,5248.00,5274.00,5110.00,5137.30,5169.031280547409579667,7161,2929,37015433.00,3952,55.19,164.00,-110.70
28-November-2013,5380.00,5380.00,5200.00,5218.65,5276.217447600550295379,12357,3373,65198219.00,4850,39.25,180.00,-161.35
27-November-2013,5220.00,5555.50,5160.00,5449.85,5383.559151701855886993,53236,10223,286599155.00,9241,17.36,395.50,229.85
26-November-2013,5449.00,5499.90,5125.00,5238.90,5324.711190710035241781,17309,3583,92165426.00,6110,35.30,374.90,-210.10
25-November-2013,5487.00,5520.00,5400.00,5436.45,5439.387101885596577404,6311,1738,34327972.00,3091,48.98,120.00,-50.55
22-November-2013,5600.00,5602.00,5425.00,5467.50,5486.891582675020430400,3671,1230,20142379.00,1715,46.72,177.00,-132.50
21-November-2013,5550.20,5574.90,5478.00,5491.65,5506.888667992047713717,1006,385,5539930.00,471,46.82,96.90,-58.55
20-November-2013,5598.50,5617.00,5519.00,5548.55,5579.867944342347072722,3809,936,21253717.00,3305,86.77,98.00,-49.95
19-November-2013,5666.15,5674.90,5579.95,5604.10,5606.405071119356833642,3234,881,18131114.00,2459,76.04,94.95,-62.05
18-November-2013,5693.55,5698.80,5615.05,5657.95,5654.613168724279835390,729,325,4122213.00,354,48.56,83.75,-35.60
14-November-2013,5650.00,5675.00,5611.10,5655.65,5643.337981407702523240,1506,480,8498867.00,864,57.37,63.90,5.65
13-November-2013,5660.10,5705.95,5580.00,5595.90,5663.053313023610053313,1313,605,7435589.00,666,50.72,125.95,-64.20
12-November-2013,5644.00,5720.00,5532.00,5658.15,5672.361180590295147573,3998,1429,22678100.00,2518,62.98,188.00,14.15
11-November-2013,5707.40,5771.55,5570.00,5608.80,5664.941666666666666666,1920,684,10876688.00,1030,53.65,201.55,-98.60
8-November-2013,5699.00,5835.00,5675.00,5752.45,5776.227348993288590604,9536,1927,55082104.00,6478,67.93,160.00,53.45
7-November-2013,5650.00,5750.75,5630.00,5733.30,5700.519932305377961639,5318,1140,30315365.00,2442,45.92,120.75,83.30
6-November-2013,5695.00,5723.45,5573.85,5617.80,5623.252825698988697204,3362,1053,18905376.00,1578,46.94,149.60,-77.20
5-November-2013,5701.00,5790.00,5701.00,5735.95,5749.350326469110999497,3982,1185,22893913.00,3075,77.22,89.00,34.95
3-November-2013,5735.00,5775.00,5735.00,5755.85,5752.820137693631669535,1162,431,6684777.00,689,59.29,40.00,20.85
1-November-2013,5615.00,5740.80,5600.00,5718.95,5669.348809164908049442,6634,1420,37610460.00,5261,79.30,140.80,103.95
31-October-2013,5555.00,5610.00,5526.90,5592.45,5583.363034001743679163,5735,855,32020587.00,4468,77.91,83.10,37.45
30-October-2013,5595.00,5610.00,5429.10,5596.90,5573.605804111245465538,1654,666,9218744.00,743,44.92,180.90,1.90
29-October-2013,5549.00,5605.00,5515.00,5593.75,5556.728813559322033898,2183,709,12130339.00,1440,65.96,90.00,44.75
28-October-2013,5527.30,5605.00,5414.00,5549.20,5506.664952870608397600,2334,749,12852556.00,1373,58.83,191.00,21.90
25-October-2013,5492.10,5549.95,5492.10,5531.35,5530.264830508474576271,944,316,5220570.00,695,73.62,57.85,39.25
24-October-2013,5600.00,5608.85,5506.00,5547.05,5554.879127358490566037,1696,342,9421075.00,1326,78.18,102.85,-52.95
23-October-2013,5620.00,5645.00,5571.10,5592.15,5616.029819694868238557,1442,535,8098315.00,616,42.72,73.90,-27.85
22-October-2013,5529.00,5624.00,5510.00,5602.40,5557.001093294460641399,2744,1088,15248411.00,1651,60.17,114.00,73.40
21-October-2013,5540.00,5570.00,5456.50,5498.35,5504.256151793655499555,3373,1036,18565856.00,2073,61.46,113.50,-41.65
18-October-2013,5465.00,5560.00,5465.00,5524.45,5530.952775222324440355,3261,1117,18036437.00,2248,68.94,95.00,59.45
17-October-2013,5300.00,5515.00,5300.00,5468.95,5465.244674042241931059,10937,3021,59773381.00,6757,61.78,215.00,168.95
15-October-2013,5125.00,5374.80,5125.00,5285.00,5286.497353384512917586,28527,2662,150807910.00,24311,85.22,249.80,160.00
14-October-2013,5084.10,5110.00,5050.10,5095.30,5088.056983240223463687,895,348,4553811.00,590,65.92,59.90,11.20
11-October-2013,5140.00,5140.00,5030.00,5044.70,5056.825624232501023331,2443,558,12353825.00,1180,48.30,110.00,-95.30
10-October-2013,5080.00,5128.00,5040.00,5119.40,5100.264849755415793151,1431,352,7298479.00,1064,74.35,88.00,39.40
9-October-2013,5010.50,5099.80,5000.00,5066.75,5059.639004149377593360,964,352,4877492.00,523,54.25,99.80,56.25
8-October-2013,5039.30,5071.90,5001.00,5009.15,5043.117389946924758039,3203,329,16153105.00,767,23.95,70.90,-30.15
7-October-2013,5096.20,5099.70,5022.10,5052.95,5067.231638418079096045,1062,416,5381400.00,607,57.16,77.60,-43.25
4-October-2013,5154.05,5160.90,5068.00,5081.45,5125.021433355659745478,1493,579,7651657.00,881,59.01,92.90,-72.60
3-October-2013,5198.00,5248.00,5115.25,5138.20,5183.160702228224172856,1481,548,7676261.00,575,38.83,132.75,-59.80
1-October-2013,5150.00,5209.00,5117.00,5167.40,5175.951640532349453155,7589,696,39280297.00,6542,86.20,92.00,17.40
30-September-2013,5110.00,5251.00,5080.00,5198.55,5122.112889273356401384,6936,785,35526975.00,5790,83.48,171.00,88.55
27-September-2013,5040.00,5107.20,5000.55,5097.35,5051.931734768779055541,4087,538,20647245.00,3391,82.97,106.65,57.35
26-September-2013,4990.00,5049.00,4952.10,5017.80,5007.543127962085308056,6330,378,31697748.00,5956,94.09,96.90,27.80
25-September-2013,4950.00,4960.00,4901.90,4927.60,4925.662299854439592430,687,232,3383930.00,351,51.09,58.10,-22.40
24-September-2013,4919.00,4990.30,4900.00,4933.55,4945.624624624624624624,333,166,1646893.00,190,57.06,90.30,14.55
23-September-2013,5000.00,5021.80,4910.90,4948.35,4954.314318975552968568,859,349,4255756.00,444,51.69,110.90,-51.65
20-September-2013,5021.80,5029.90,4940.00,4989.20,4975.199288256227758007,1686,526,8388186.00,1101,65.30,89.90,-32.60
19-September-2013,4955.00,5043.00,4955.00,5000.35,5019.682993507233170064,17558,1486,88135594.00,16411,93.47,88.00,45.35
18-September-2013,4978.85,5028.30,4954.00,5003.00,5005.078541374474053295,713,293,3568621.00,258,36.19,74.30,24.15
17-September-2013,4866.10,5020.00,4866.10,4972.00,4985.038104089219330855,2152,644,10727802.00,1026,47.68,153.90,105.90
16-September-2013,5045.00,5045.00,4769.95,4865.20,4994.286746071971616827,15784,537,78829822.00,14872,94.22,275.05,-179.80
13-September-2013,5004.70,5004.70,4931.00,4950.40,4996.364172427816185441,4918,1818,24572119.00,4613,93.80,73.70,-54.30
12-September-2013,5026.00,5049.80,4920.00,4973.35,5006.703228709641129485,8889,471,44504585.00,8400,94.50,129.80,-52.65
11-September-2013,5007.00,5108.90,5007.00,5052.10,5036.935616827743035815,7036,1440,35439879.00,5714,81.21,101.90,45.10
10-September-2013,5035.00,5050.00,4993.10,5016.10,5014.699104710003892565,17983,763,90179334.00,17193,95.61,56.90,-18.90
6-September-2013,5015.00,5030.00,4962.85,5005.20,5009.603551841211804648,22974,455,115090632.00,22331,97.20,67.15,-9.80
5-September-2013,4940.55,5094.95,4924.95,4992.65,5033.285396260017809439,2246,775,11304759.00,967,43.05,170.00,52.10
4-September-2013,4923.50,5017.50,4918.00,4978.05,4973.535421042581630704,31422,1126,156278430.00,28853,91.82,99.50,54.55
3-September-2013,4956.00,4970.00,4902.75,4934.40,4954.640232558139534883,4300,2399,21304953.00,3279,76.26,67.25,-21.60
2-September-2013,4944.00,4974.95,4900.50,4957.15,4957.175471698113207547,1060,459,5254606.00,538,50.75,74.45,13.15
30-August-2013,4750.00,4946.90,4700.00,4901.35,4875.984817115251897860,4347,1582,21195906.00,1707,39.27,246.90,151.35
29-August-2013,4670.00,4701.00,4589.00,4682.75,4625.168655008988396796,6119,485,28301407.00,5403,88.30,112.00,12.75
28-August-2013,4720.00,4725.45,4595.30,4636.25,4629.452551834130781499,2508,778,11610667.00,1581,63.04,130.15,-83.75
27-August-2013,4877.00,4877.00,4707.00,4717.25,4762.382109868740884783,2057,688,9796220.00,1385,67.33,170.00,-159.75
26-August-2013,4930.00,4930.00,4849.00,4865.40,4905.798839458413926499,1551,400,7608894.00,1232,79.43,81.00,-64.60
23-August-2013,4934.00,4934.00,4861.00,4880.55,4904.238013698630136986,584,191,2864075.00,338,57.88,73.00,-53.45
22-August-2013,4825.00,4904.00,4816.50,4891.80,4863.639745916515426497,1102,353,5359731.00,509,46.19,87.50,66.80
21-August-2013,4891.45,4925.00,4830.25,4855.00,4892.387855044074436826,1021,385,4995128.00,638,62.49,94.75,-36.45
20-August-2013,4896.00,4917.00,4765.20,4830.20,4832.293525477487416396,14503,736,70082753.00,13520,93.22,151.80,-65.80
19-August-2013,5075.00,5075.00,4856.60,4934.60,4933.686552072800808897,1978,675,9758832.00,956,48.33,218.40,-140.40
16-August-2013,5075.00,5097.75,4970.00,5010.00,5025.855316676350958744,1721,558,8649497.00,934,54.27,127.75,-65.00
14-August-2013,5069.00,5138.95,5068.00,5117.80,5121.289435069699192956,2726,566,13960635.00,2013,73.84,70.95,48.80
13-August-2013,5096.95,5140.00,5066.50,5086.60,5107.652993348115299334,902,284,4607103.00,455,50.44,73.50,-10.35
12-August-2013,5048.90,5110.00,5010.00,5103.15,5087.107298474945533769,1836,487,9339929.00,974,53.05,100.00,54.25
8-August-2013,5050.00,5070.00,4875.00,5014.55,4976.018558172733761598,1401,618,6971402.00,499,35.62,195.00,-35.45
7-August-2013,5091.00,5101.00,4937.25,4965.20,4994.529496402877697841,2780,893,13884792.00,1349,48.53,163.75,-125.80
6-August-2013,5261.50,5261.50,5090.00,5101.50,5126.032832498608792431,3594,943,18422962.00,2167,60.29,171.50,-160.00
5-August-2013,5414.00,5414.00,5240.00,5318.50,5307.617331288343558282,1304,440,6921133.00,608,46.63,174.00,-95.50
2-August-2013,5258.70,5447.00,5220.00,5414.90,5340.805566760790641387,2479,743,13239857.00,1324,53.41,227.00,156.20
1-August-2013,5296.00,5342.10,5210.00,5235.50,5298.657425742574257425,1010,369,5351644.00,468,46.34,132.10,-60.50
31-July-2013,5300.20,5310.95,5224.05,5294.65,5275.288584474885844748,1095,344,5776441.00,626,57.17,86.90,-5.55
30-July-2013,5350.00,5390.00,5310.00,5328.25,5330.888377445339470655,869,301,4632542.00,408,46.95,80.00,-21.75
29-July-2013,5450.00,5478.50,5360.00,5383.50,5398.923361438116449252,25144,425,135750529.00,6507,25.88,118.50,-66.50
26-July-2013,5550.00,5570.00,5423.00,5447.35,5455.225000000000000000,8760,683,47787771.00,8188,93.47,147.00,-102.65
25-July-2013,5621.00,5659.95,5556.00,5561.25,5631.780509218612818261,1139,211,6414598.00,979,85.95,103.95,-59.75
24-July-2013,5605.00,5649.95,5560.00,5614.45,5596.932082216264521894,1119,384,6262967.00,619,55.32,89.95,9.45
23-July-2013,5638.00,5697.00,5638.00,5661.40,5671.889921722113502935,2044,577,11593343.00,1695,82.93,59.00,23.40
22-July-2013,5715.00,5715.00,5602.60,5637.65,5669.876984126984126984,2520,609,14288090.00,1795,71.23,112.40,-77.35
19-July-2013,5795.00,5795.00,5701.00,5720.05,5730.606872852233676975,2910,944,16676066.00,1572,54.02,94.00,-74.95
18-July-2013,5749.00,5864.85,5685.00,5791.35,5740.832615973218555714,4182,1225,24008162.00,2255,53.92,179.85,42.35
17-July-2013,5666.70,5795.00,5666.70,5752.75,5762.697352174509534915,7289,2193,42004301.00,4857,66.63,128.30,86.05
16-July-2013,5560.00,5720.00,5471.30,5691.70,5637.871877001921844971,6244,1565,35202872.00,3867,61.93,248.70,131.70
15-July-2013,5371.20,5568.00,5371.20,5564.70,5530.837074094104921579,7396,1761,40906071.00,4726,63.90,196.80,193.50
12-July-2013,5236.80,5420.00,5201.00,5399.55,5330.147615826851538721,5914,1647,31522493.00,3607,60.99,219.00,162.75
11-July-2013,5153.20,5224.00,5153.20,5211.00,5201.317968750000000000,2560,625,13315374.00,2171,84.80,70.80,57.80
10-July-2013,5168.00,5180.00,5141.00,5152.70,5151.985984583041345480,1427,295,7351884.00,1202,84.23,39.00,-15.30
9-July-2013,5159.90,5184.80,5150.00,5158.15,5155.670633739958345730,6722,385,34656418.00,6457,96.06,34.80,-1.75
8-July-2013,5160.00,5162.50,5120.00,5135.95,5131.110244689432643183,3719,928,19082599.00,3080,82.82,42.50,-24.05
5-July-2013,5140.00,5179.45,5125.00,5146.20,5155.556358381502890173,3460,922,17838225.00,2673,77.25,54.45,6.20
4-July-2013,5094.95,5150.00,5085.00,5122.15,5107.618556701030927835,6402,937,32698974.00,5726,89.44,65.00,27.20
3-July-2013,5145.00,5170.00,5081.00,5085.65,5119.264169410089865646,22478,2659,115070820.00,19401,86.31,89.00,-59.35
2-July-2013,5100.00,5187.90,5100.00,5161.60,5155.959745762711864406,2360,526,12168065.00,1229,52.08,87.90,61.60
1-July-2013,4900.00,5151.00,4851.00,5099.50,5035.238370413175382837,3461,854,17426960.00,1564,45.19,300.00,199.50
28-June-2013,4934.90,4934.90,4836.25,4867.00,4869.041422782530391715,2221,526,10814141.00,1311,59.03,98.65,-67.90
27-June-2013,4899.00,4945.00,4893.30,4916.35,4923.170731707317073170,1066,279,5248100.00,439,41.18,51.70,17.35
26-June-2013,4900.00,4948.00,4845.00,4883.35,4875.371842595054506780,7522,749,36672547.00,6348,84.39,103.00,-16.65
25-June-2013,5000.00,5000.00,4899.00,4921.80,4938.161111111111111111,1800,623,8888690.00,841,46.72,101.00,-78.20
24-June-2013,5020.00,5032.65,4992.00,4999.75,5005.388692579505300353,1132,320,5666100.00,814,71.91,40.65,-20.25
21-June-2013,5067.85,5090.00,5016.05,5047.75,5056.524398213702211088,18362,489,92847901.00,17717,96.49,73.95,-20.10
20-June-2013,5080.00,5102.00,5041.25,5064.45,5087.388591117917304747,2612,672,13288259.00,1279,48.97,60.75,-15.55
19-June-2013,5078.90,5100.00,5056.65,5090.20,5078.284916201117318435,537,298,2727039.00,277,51.58,43.35,11.30
18-June-2013,5062.15,5100.00,5035.20,5049.40,5056.660961695191524042,1227,301,6204523.00,751,61.21,64.80,-12.75
17-June-2013,5165.00,5165.00,5050.00,5067.30,5089.385487528344671201,882,273,4488838.00,502,56.92,115.00,-97.70
14-June-2013,5165.10,5176.80,5120.00,5130.30,5146.397740112994350282,2655,418,13663686.00,1498,56.42,56.80,-34.80
13-June-2013,5144.50,5184.30,5101.00,5110.70,5151.154273029966703662,1802,257,9282380.00,1498,83.13,83.30,-33.80
12-June-2013,5096.00,5236.90,5085.10,5142.05,5164.997003994673768308,3004,537,15515651.00,1588,52.86,151.80,46.05
11-June-2013,5160.00,5177.30,5070.05,5088.80,5112.272796934865900383,1305,349,6671516.00,875,67.05,107.25,-71.20
10-June-2013,5270.00,5278.25,5150.00,5163.55,5205.965738758029978586,934,238,4862372.00,528,56.53,128.25,-106.45
7-June-2013,5287.00,5315.00,5223.05,5238.30,5262.074608904933814681,2493,278,13118352.00,1960,78.62,91.95,-48.70
6-June-2013,5278.00,5320.00,5277.00,5293.25,5304.110462028677642060,1883,252,9987640.00,1251,66.44,43.00,15.25
5-June-2013,5290.00,5330.00,5252.00,5283.85,5296.356974789915966386,2975,388,15756662.00,1260,42.35,78.00,-6.15
4-June-2013,5288.00,5350.00,5277.10,5294.05,5309.282326621923937360,2235,470,11866246.00,1130,50.56,72.90,6.05
3-June-2013,5305.00,5325.00,5235.00,5306.00,5283.780832095096582466,2692,643,14223938.00,1423,52.86,90.00,1.00
31-May-2013,5225.00,5325.00,5225.00,5315.90,5306.583435083435083435,4914,707,26076551.00,2625,53.42,100.00,90.90
30-May-2013,5230.05,5251.00,5210.00,5241.80,5230.116869918699186991,984,216,5146435.00,632,64.23,41.00,11.75
29-May-2013,5251.00,5289.90,5224.10,5254.20,5260.821761658031088082,965,323,5076693.00,477,49.43,65.80,3.20
28-May-2013,5245.00,5260.00,5222.25,5249.15,5241.626847589047734431,12381,388,64896582.00,11666,94.23,37.75,4.15
27-May-2013,5249.00,5296.75,5186.25,5228.10,5246.393379522709776751,2598,516,13630130.00,1734,66.74,110.50,-20.90
24-May-2013,5262.00,5299.00,5181.75,5250.30,5239.974205158968206358,1667,545,8735037.00,695,41.69,117.25,-11.70
23-May-2013,5219.00,5344.80,5219.00,5269.30,5288.744945309910507126,6034,1539,31912287.00,2997,49.67,125.80,50.30
22-May-2013,5250.00,5324.00,5181.05,5220.00,5282.851851851851851851,5805,1218,30666955.00,2439,42.02,142.95,-30.00
21-May-2013,5099.00,5269.00,5099.00,5246.30,5212.653222205685369846,33595,1398,175119085.00,28959,86.20,170.00,147.30
20-May-2013,4960.00,5131.00,4960.00,5104.50,5098.962225877192982456,18240,1425,93005071.00,14220,77.96,171.00,144.50
17-May-2013,4930.00,4984.05,4921.15,4969.95,4949.948014440433212996,1385,262,6855678.00,848,61.23,62.90,39.95
16-May-2013,4894.00,4960.00,4893.00,4924.95,4948.328819196958897600,12627,469,62482548.00,11576,91.68,67.00,30.95
15-May-2013,4878.00,4950.00,4875.00,4924.80,4922.228956228956228956,2376,516,11695216.00,1261,53.07,75.00,46.80
14-May-2013,4853.45,4898.00,4848.00,4877.90,4869.942067543922724766,41721,403,203178853.00,40511,97.10,50.00,24.45
13-May-2013,4890.00,4944.60,4775.00,4853.45,4868.217884463202321287,3791,1203,18455414.00,1021,26.93,169.60,-36.55
11-May-2013,4909.00,4915.00,4885.00,4908.75,4907.825757575757575757,132,19,647833.00,33,25.00,30.00,-0.25
10-May-2013,4910.85,4928.00,4855.55,4884.40,4895.668000000000000000,1000,234,4895668.00,558,55.80,72.45,-26.45
9-May-2013,4872.50,4920.00,4872.50,4903.25,4908.073356401384083044,1445,165,7092166.00,1011,69.97,47.50,30.75
8-May-2013,4885.00,4943.90,4885.00,4906.60,4909.775651465798045602,2456,304,12058409.00,1680,68.40,58.90,21.60
7-May-2013,4858.10,4923.60,4852.60,4870.20,4888.142955801104972375,1448,291,7078031.00,1148,79.28,71.00,12.10
6-May-2013,4906.80,4925.00,4890.00,4891.35,4904.507867132867132867,1144,181,5610757.00,957,83.65,35.00,-15.45
3-May-2013,4900.00,4947.85,4889.10,4909.85,4901.876480541455160744,1182,287,5794018.00,884,74.79,58.75,9.85
2-May-2013,4910.00,4964.00,4851.00,4922.75,4945.524829753797799895,19090,1052,94410069.00,17072,89.43,113.00,12.75
30-April-2013,4748.00,5050.00,4748.00,4980.85,4972.654162475593160168,16901,2859,84042828.00,8694,51.44,302.00,232.85
29-April-2013,4749.00,4769.00,4715.00,4720.10,4739.683168316831683168,606,217,2872248.00,305,50.33,54.00,-28.90
26-April-2013,4702.30,4749.00,4700.00,4713.95,4735.479023168440826549,1597,688,7562560.00,1037,64.93,49.00,11.65
25-April-2013,4694.00,4719.95,4652.00,4700.30,4690.825563909774436090,1995,489,9358197.00,1230,61.65,67.95,6.30
23-April-2013,4652.15,4695.00,4640.10,4663.50,4678.986371379897785349,587,134,2746565.00,375,63.88,54.90,11.35
22-April-2013,4658.00,4686.80,4647.00,4683.15,4670.845708775313404050,1037,224,4843667.00,593,57.18,39.80,25.15
18-April-2013,4669.00,4682.95,4635.05,4657.20,4663.255765199161425576,954,210,4448746.00,563,59.01,47.90,-11.80
17-April-2013,4625.00,4670.00,4625.00,4656.95,4647.194405594405594405,715,215,3322744.00,299,41.82,45.00,31.95
16-April-2013,4547.25,4635.00,4547.25,4618.60,4599.962130177514792899,845,251,3886968.00,348,41.18,87.75,71.35
15-April-2013,4511.00,4585.00,4511.00,4569.65,4564.528909952606635071,1055,294,4815578.00,527,49.95,74.00,58.65
12-April-2013,4456.00,4520.00,4420.00,4510.80,4500.942883046237533998,1103,252,4964540.00,617,55.94,100.00,54.80
11-April-2013,4539.00,4539.00,4467.00,4515.90,4513.046078431372549019,1020,221,4603307.00,536,52.55,72.00,-23.10
10-April-2013,4490.00,4525.00,4468.00,4510.45,4493.653930131004366812,916,291,4116187.00,433,47.27,57.00,20.45
9-April-2013,4500.00,4500.00,4440.00,4457.10,4462.097502972651605231,841,270,3752624.00,510,60.64,60.00,-42.90
8-April-2013,4467.00,4520.00,4450.00,4452.65,4464.386637458926615553,913,191,4075985.00,636,69.66,70.00,-14.35
5-April-2013,4560.00,4566.20,4450.00,4471.45,4490.557419354838709677,2325,834,10440546.00,1443,62.06,116.20,-88.55
4-April-2013,4607.20,4624.00,4548.25,4560.85,4575.545618789521228545,1107,284,5065129.00,711,64.23,75.75,-46.35
3-April-2013,4630.00,4648.95,4629.00,4635.05,4637.624535315985130111,538,124,2495042.00,336,62.45,19.95,5.05
2-April-2013,4622.85,4630.00,4605.00,4617.25,4615.896551724137931034,464,98,2141776.00,113,24.35,25.00,-5.60
1-April-2013,4620.00,4653.00,4591.80,4608.00,4621.989159891598915989,738,196,3411028.00,318,43.09,61.20,-12.00
28-March-2013,4410.00,4624.90,4410.00,4589.45,4597.241402116402116402,1512,460,6951029.00,800,52.91,214.90,179.45
26-March-2013,4595.00,4614.00,4570.00,4588.50,4595.815873015873015873,1575,446,7238410.00,725,46.03,44.00,-6.50
25-March-2013,4650.00,4765.10,4595.00,4606.20,4612.984896286626051639,55152,1277,254415343.00,51927,94.15,170.10,-43.80
22-March-2013,4708.30,4758.00,4645.00,4686.45,4677.248625642844475970,5639,893,26375005.00,3143,55.74,113.00,-21.85
21-March-2013,4704.00,4765.00,4645.00,4753.35,4726.392828035859820700,2454,456,11598568.00,1255,51.14,120.00,49.35
20-March-2013,4640.80,4721.00,4640.00,4701.60,4687.601053639846743295,2088,265,9787711.00,1702,81.51,81.00,60.80
19-March-2013,4694.95,4705.00,4650.00,4678.30,4681.589788120875303924,2879,375,13478297.00,2041,70.89,55.00,-16.65
18-March-2013,4735.00,4751.00,4665.00,4679.90,4705.254877281308999370,1589,284,7476650.00,909,57.21,86.00,-55.10
15-March-2013,4705.00,4795.00,4670.00,4709.05,4703.951501154734411085,1299,240,6110433.00,705,54.27,125.00,4.05
14-March-2013,4700.00,4712.25,4670.00,4703.35,4695.927759197324414715,1495,225,7020412.00,1089,72.84,42.25,3.35
13-March-2013,4687.00,4712.00,4675.00,4693.95,4697.838709677419354838,1488,225,6990384.00,937,62.97,37.00,6.95
12-March-2013,4720.00,4750.00,4690.00,4699.55,4710.632500000000000000,2800,339,13189771.00,2076,74.14,60.00,-20.45
11-March-2013,4775.00,4790.00,4720.00,4728.90,4751.488641631896152063,2157,350,10248961.00,1234,57.21,70.00,-46.10
8-March-2013,4754.40,4760.00,4726.90,4751.45,4745.738504155124653739,1805,305,8566058.00,1239,68.64,33.10,-2.95
7-March-2013,4703.00,4720.00,4680.25,4700.55,4708.014162077104642014,1271,147,5983886.00,1092,85.92,39.75,-2.45
6-March-2013,4717.00,4759.80,4717.00,4723.55,4730.210884353741496598,294,84,1390682.00,193,65.65,42.80,6.55
5-March-2013,4744.00,4744.00,4700.00,4711.20,4717.926829268292682926,697,201,3288395.00,377,54.09,44.00,-32.80
4-March-2013,4710.00,4756.90,4650.10,4689.55,4716.445294117647058823,1700,294,8017957.00,1046,61.53,106.80,-20.45
1-March-2013,4770.00,4775.00,4675.00,4693.85,4712.892689470154258886,1491,330,7026923.00,1028,68.95,100.00,-76.15
28-February-2013,4700.00,4778.00,4700.00,4752.85,4749.810077519379844961,3354,723,15930863.00,1873,55.84,78.00,52.85
27-February-2013,4650.00,4695.00,4650.00,4659.50,4669.670739986422267481,1473,334,6878425.00,457,31.03,45.00,9.50
